food_code,food_name,servings_unit,veg_nonveg_flag,Region,Meal_Type,is_processed_flag,is_spicy_flag,contains_dairy_flag,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,zinc_mg,vita_mcg,folate_mcg,vitc_mg,carb_to_fibre_ratio,protein_to_carb_ratio,unsat_to_sat_fat_ratio
BFP552,Cereal pulse mix with amylase rice flour,0,0,General,Dinner,0,0,0,128.84,23.63,3.63,2.33,7.51,2.95,281.87,438.8,1390.07,10.72,1.01,29.27,0.87,82.33,0.68,0.0,18.71,0.0,8.010169491525422,0.15361828184511214,6.48834569127612
BFP553,Banana groundnut paste/puree,0,0,General,Dessert,0,0,0,213.19,36.15,4.27,5.45,31.67,1.7,1680.27,2208.71,1249.33,74.93,1.9,65.75,16.85,357.4,0.6,0.0,20.9,3.02,21.264705882352942,0.11811894882434301,2.058026388616115
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),0,0,General,Dinner,0,0,0,127.78,21.68,3.6,2.78,8.85,1.5,578.09,1237.38,822.18,16.82,0.92,33.36,4.11,155.27,0.48,0.0,11.87,0.0,14.453333333333333,0.16605166051660517,3.5626978498157724
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),0,0,General,Dinner,0,0,0,234.58,46.38,6.52,2.12,27.68,2.88,1146.04,509.15,183.53,89.49,2.44,60.89,19.27,376.0,0.94,0.0,21.48,0.8,16.104166666666668,0.14057783527382492,0.6044117133782416
BFP556,Spinach khichri (Palak khichri/khichdi),0,0,General,Dessert,0,0,0,153.52,26.07,5.15,2.87,0.31,2.34,386.67,542.93,1732.75,15.67,0.97,34.94,104.56,256.72,0.63,0.0,28.15,3.03,11.141025641025642,0.1975450709627925,5.885328574753665
BFP557,Vegetable mix,0,0,General,Evening Snacks,0,0,0,174.21,36.02,4.7,0.94,27.36,1.93,463.25,177.23,165.23,90.06,2.27,68.98,34.94,527.2,0.65,5.6,36.84,8.48,18.663212435233163,0.13048306496390893,0.7392552617377226
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),0,0,General,Dinner,0,0,0,89.44,14.24,4.62,1.6,1.56,2.19,836.8,367.79,94.8,44.74,0.89,18.17,106.9,161.52,0.35,0.0,11.32,0.6,6.502283105022832,0.324438202247191,0.5528083173996177
BFP559,Maize porridge,0,0,General,Dessert,0,0,0,152.27,26.59,3.64,3.21,13.07,2.86,397.46,634.33,1883.06,28.94,1.89,53.3,9.5,238.3,0.72,0.0,23.98,3.03,9.297202797202798,0.13689356901090635,6.333693956624566
BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),0,0,General,Dessert,0,0,0,252.89,32.62,8.05,10.55,27.59,4.98,2219.0,4627.08,3191.0,98.29,3.86,136.72,46.85,796.0,1.28,0.0,164.72,30.28,6.55020080321285,0.24678111587982837,3.523244704821992
BFP561,Split bengal gram burfi/fudge (Channa dal burfi),piece,0,General,Dinner,0,0,0,176.01,33.46,2.85,4.34,26.57,1.26,2269.52,1090.59,525.41,10.07,0.38,8.36,1.55,39.79,0.21,34.58,24.28,0.6,26.555555555555557,0.08517632994620443,0.7120448376749269
BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),piece,0,General,Evening Snacks,0,0,0,51.75,9.91,1.07,0.86,7.67,0.64,399.54,201.71,153.02,13.74,0.54,13.43,5.57,70.9,0.11,5.76,10.0,0.39,15.484375,0.10797174571140263,0.8878460229263653
BFP564,Pearl millet mathri (Bajra mathri),piece,0,General,Dessert,0,0,0,1178.6,11.14,2.74,124.79,0.24,2.04,16882.78,25819.47,76558.4,6.95,1.08,19.32,49.8,63.56,0.44,36.88,16.09,0.0,5.46078431372549,0.2459605026929982,6.064040993248742
BFP565,Sesame biscuit (Til ke biscuit),biscuit,0,General,Evening Snacks,0,0,0,61.66,7.8,1.2,2.81,4.32,0.99,1149.01,856.47,582.51,43.34,0.83,21.97,26.5,54.32,0.37,15.37,5.46,0.0,7.878787878787879,0.15384615384615385,1.2523650795032246
BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),vada,0,South,Dinner,0,0,0,592.64,7.82,3.65,60.55,0.32,2.39,7280.27,12385.99,38260.9,18.47,1.25,33.24,57.56,241.06,0.57,0.0,38.78,3.95,3.2719665271966525,0.46675191815856776,6.95673237393668
BFP568,Poshtik namak paras,piece,0,General,Dessert,0,0,0,79.13,2.52,0.84,7.3,0.11,0.59,1258.48,1637.63,4046.06,7.84,0.26,7.87,5.68,26.3,0.15,6.91,6.09,0.38,4.271186440677966,0.3333333333333333,4.516313330366792
BFP569,Soya chikki,piece,0,General,Evening Snacks,0,0,0,318.83,47.32,5.41,11.67,34.22,2.67,6059.53,2885.5,1293.57,61.14,3.37,77.48,12.97,402.4,0.9,92.2,36.21,0.0,17.722846441947567,0.1143279797125951,0.6896690007310797
BFP570,Besan bathua chilla/cheela,cheela,0,General,Dessert,0,0,0,112.61,12.24,3.46,5.6,0.44,2.35,3008.6,1401.33,593.15,19.51,0.81,21.22,50.12,82.81,0.48,46.1,24.35,2.05,5.208510638297872,0.2826797385620915,0.6629262780030579
BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),ladoo,0,General,Dessert,0,0,0,142.06,16.06,3.43,6.96,5.78,2.65,2793.93,2307.4,1328.49,46.14,1.45,45.09,2.93,122.6,0.81,34.58,13.1,0.0,6.060377358490566,0.213574097135741,1.301353290884167
BFP573,Gram flour and semolina dhokla (Besan suji dhokla),piece,0,East/West,Dessert,0,0,0,196.5,25.6,8.41,7.01,2.55,4.53,1042.98,1425.87,3999.6,65.86,1.58,37.71,194.21,259.22,0.87,3.5,76.09,6.55,5.6512141280353205,0.328515625,5.201892653742161
BFP574,Atta dal burfi ,piece,0,General,Dinner,0,0,0,115.78,15.75,2.58,4.83,8.17,1.58,2422.15,1435.14,542.95,6.61,0.61,22.2,1.38,104.08,0.43,34.58,9.07,0.0,9.968354430379746,0.16380952380952382,0.8166670107136222
BFP575,Soya roti,roti,0,General,Dinner,0,0,0,142.93,20.15,4.62,4.64,0.8,4.38,581.63,866.09,2763.95,26.89,1.94,57.64,78.49,242.26,1.06,0.0,35.91,4.04,4.600456621004566,0.22928039702233252,6.241149871911697
BFP576,Poshtik khichdi/khichri,plate,0,General,Evening Snacks,0,0,0,336.43,56.35,10.97,6.79,0.94,7.19,1105.65,2016.69,3144.16,109.57,3.61,99.91,150.16,502.76,1.84,0.0,65.43,25.77,7.837273991655076,0.19467613132209405,4.66770677881789
BFP577,Namkeen daliya,plate,0,General,Dinner,0,0,0,346.14,57.85,9.72,9.37,0.96,10.05,1022.1,1725.93,5330.35,42.21,3.51,5.09,175.51,60.43,0.07,0.0,6.32,6.88,5.756218905472637,0.16802074330164218,6.903708052049702
BFP578,Sprouts upma ,plate,0,General,Breakfast,0,0,0,301.49,42.86,9.06,9.95,1.59,6.83,1427.44,2690.53,5263.05,35.07,2.63,42.04,140.92,237.36,1.58,0.0,26.63,0.48,6.275256222547584,0.2113859076061596,5.571918959816174
BFP579,Semolina idli (Suji/Rava idli),idli,0,South,Evening Snacks,0,0,0,61.14,9.98,2.77,1.03,1.01,1.73,312.5,335.9,269.89,29.88,0.69,15.91,54.81,122.6,0.47,2.63,17.37,1.61,5.768786127167631,0.2775551102204409,1.9385279999999998
BFP580,Poshtik chilla/cheela,cheela,0,General,Evening Snacks,0,0,0,115.37,19.86,3.51,2.2,0.88,3.55,277.4,400.41,1309.97,13.15,1.52,40.23,70.28,109.01,0.9,0.0,11.79,0.58,5.594366197183099,0.17673716012084592,6.165753424657535
BFP604,Stuffed bittergourd (dry) (Bharwa karela),bowl,0,General,Dessert,0,0,0,230.9,2.64,1.37,23.75,0.07,3.18,2941.77,4825.04,14932.6,17.74,1.36,29.82,550.91,301.49,0.37,0.0,48.09,43.5,0.8301886792452831,0.5189393939393939,6.716242262311465
BFP605,Cauliflower potato canjee,glass,0,General,Evening Snacks,0,0,0,35.58,5.58,1.21,0.83,0.28,1.45,71.27,361.95,234.18,14.36,0.59,16.55,75.39,248.51,0.22,0.0,14.43,15.57,3.8482758620689657,0.2168458781362007,8.36438894345447
BFP606,Creamed spinach,small bowl,0,General,Evening Snacks,0,0,0,373.69,17.13,19.99,24.64,6.13,5.12,13527.09,6796.58,1845.39,471.59,7.29,198.69,601.6,1485.92,2.68,275.8,320.46,62.17,3.3457031249999996,1.166958552247519,0.6388639389550893
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),tall glass,0,General,Dessert,0,0,1,232.39,31.21,6.56,9.51,30.96,0.78,5719.1,2558.3,349.2,235.81,0.51,22.49,56.56,289.8,0.7,13.65,46.37,16.96,40.01282051282051,0.21018904197372634,0.5083841863230228
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),tall glass,0,General,Dessert,0,0,1,232.87,31.71,6.56,9.36,31.28,1.41,5671.54,2517.16,315.5,233.85,0.42,22.23,56.6,289.4,0.69,13.65,20.84,18.32,22.48936170212766,0.20687480290129295,0.4994516480532624
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),tall glass,0,General,Dessert,0,0,1,230.57,31.11,6.63,9.35,30.6,0.55,5665.94,2512.4,315.45,237.31,0.63,21.57,56.62,297.8,0.67,13.65,21.34,20.86,56.563636363636355,0.21311475409836064,0.49909635470901564
OSR001,Woodapple juice (Bel ka sharbat),glass,0,General,Dessert,0,0,0,120.07,22.87,2.21,2.46,20.21,3.62,600.47,398.3,976.73,41.63,0.44,18.38,447.77,252.46,0.24,0.0,5.65,18.36,6.31767955801105,0.09663314385658067,2.2899228937332423
OSR002,Sattu drink,glass,0,General,Dessert,0,0,0,124.87,27.54,3.02,0.74,21.14,2.12,65.66,122.64,346.64,8.48,0.89,16.92,67.55,134.98,0.53,0.0,25.48,0.0,12.990566037735848,0.10965867828612927,7.1471215351812365
OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),cup,0,General,Dessert,0,0,0,196.96,49.92,0.25,0.47,47.38,1.84,116.65,36.24,207.37,14.8,0.29,6.96,3.2,91.6,0.12,0.0,2.68,5.08,27.130434782608695,0.00500801282051282,2.0883840548649806
OSR005,Thandai,glass,0,General,Evening Snacks,0,0,0,256.45,23.15,9.1,14.92,20.8,2.02,5741.15,5017.62,1855.82,284.68,1.53,64.84,57.51,357.38,1.22,0.0,18.19,3.66,11.46039603960396,0.3930885529157667,1.1972235527725281
OSR006,Cucumber sharbat (Kheere ka sharbat),glass,0,General,Dessert,0,0,0,112.14,27.27,1.07,0.24,22.45,3.21,96.25,15.85,101.89,26.68,0.73,30.99,10.55,275.55,0.28,0.0,25.26,9.16,8.495327102803738,0.03923725705903924,1.2232727272727273
OSR007,Apple oats chia seed smoothie,glass,0,General,Breakfast,0,0,0,538.28,82.15,21.94,15.56,36.21,9.08,5811.41,4325.14,4348.55,558.66,3.11,147.99,201.25,1063.76,3.56,68.6,71.4,5.39,9.047356828193832,0.2670724284844796,1.4925276309880047
OSR008,Nannari sharbat,cup,0,General,Dessert,0,0,0,990.01,263.41,0.12,0.11,262.97,0.0,35.2,4.74,50.3,29.82,0.56,6.79,12.92,37.3,0.27,0.0,2.29,9.92,263410.0,0.0004555635700998443,1.5636363636363635
OSR009,Semolina milk drink (Thari kanji),cup,0,General,Dessert,0,0,1,116.35,18.25,2.59,3.59,10.23,1.9,1070.87,1727.6,512.2,21.77,0.96,30.5,31.48,222.81,0.66,9.22,11.86,6.58,9.605263157894738,0.14191780821917807,2.0915704053713338
OSR010,Saffron milk (Kesariya doodh),glass,0,General,Evening Snacks,0,0,1,268.47,33.22,8.33,12.0,32.85,0.38,6598.72,3661.25,632.55,291.32,0.54,27.7,62.25,301.2,0.9,0.0,17.96,4.84,87.42105263157895,0.2507525586995786,0.6507019543184133
OSR011,Black rice kheer (Chak-hao kheer),bowl,0,General,Dinner,0,0,0,307.22,47.62,9.07,10.19,26.1,1.59,4629.74,1943.89,221.77,197.06,0.96,14.13,53.51,216.69,0.55,0.0,11.25,3.22,29.949685534591193,0.1904661906761865,0.4677714083296255
OSR012,Coconut kheer (Nariyal ki kheer),bowl,0,General,Dessert,0,0,0,1057.59,93.8,22.1,68.59,89.3,9.98,33577.16,14776.56,3589.1,582.21,3.43,151.25,299.0,1223.78,2.5,78.74,49.34,12.21,9.39879759519038,0.2356076759061834,0.546968832384871
OSR013,Apple sago payasam (Seb aur sabudana ki kheer),bowl,0,General,Dessert,0,0,0,451.91,47.68,10.36,25.36,35.2,1.26,13265.42,8361.71,1675.52,338.03,1.04,55.65,130.6,429.21,1.4,135.15,21.45,5.88,37.84126984126984,0.21728187919463085,0.7566462275600773
OSR014,Kesari bath,bowl,0,General,Evening Snacks,0,0,0,432.24,55.46,4.23,22.24,35.63,2.92,12143.83,6712.23,1418.96,13.6,1.23,28.3,3.01,116.08,0.92,184.4,8.55,0.0,18.993150684931507,0.07627118644067797,0.6695737670899543
OSR015,Putharekulu,roll,0,General,Dessert,0,0,0,170.29,31.89,1.96,4.04,12.77,0.94,2374.3,1049.67,236.4,3.27,0.2,6.92,1.43,36.1,0.28,36.88,2.44,0.0,33.92553191489362,0.0614612731263719,0.5416628058796277
OSR016,Mango malpua,piece,0,General,Dessert,0,0,0,1314.71,50.45,6.48,120.5,19.48,8.18,71474.63,31384.13,6144.19,41.81,2.73,79.9,7.42,350.74,1.7,1107.1,110.67,38.05,6.167481662591688,0.12844400396432112,0.5250579121570829
OSR017,Mango vanilla custard,glass,0,General,Evening Snacks,0,0,0,300.06,37.41,6.97,14.32,29.72,2.02,5783.08,5605.62,1683.5,172.47,1.18,51.03,61.22,326.2,0.96,1.8,49.19,16.05,18.519801980198018,0.18631381983426892,1.2604217821645214
OSR018,Kiwi granola pudding,bowl,0,General,Dessert,0,0,0,1472.38,169.42,29.35,80.48,79.0,19.44,29701.95,19279.93,8004.59,325.94,7.62,189.34,310.28,1438.54,4.25,210.6,207.15,65.34,8.715020576131685,0.173238106480935,0.918610394267043
OSR019,Oats burfi,piece,0,General,Breakfast,0,0,0,256.18,37.64,5.35,10.4,19.84,2.99,3079.11,4722.23,1963.33,77.47,1.48,57.91,4.91,189.65,1.04,23.05,17.81,0.06,12.588628762541806,0.14213602550478213,2.1712637742724357
OSR020,Lotus seed halwa (Kamal gattay ka halwa),piece,0,General,Evening Snacks,0,0,0,1343.24,143.41,28.24,74.99,35.51,1.53,40028.29,21763.08,6589.0,300.29,6.52,383.38,11.08,2387.13,2.18,614.67,179.08,0.06,93.73202614379085,0.19691792762011018,0.7083010540795023
OSR021,Amaranth ladoo (Rajgira ladoo),ladoo,0,General,Dessert,0,0,0,199.28,22.52,4.44,9.96,8.74,2.24,4014.23,3592.49,1428.34,63.44,2.84,101.78,3.29,182.07,0.83,55.32,9.52,0.03,10.053571428571427,0.197158081705151,1.250757928668761
OSR022,Chhena poda,slice,0,General,Dessert,0,0,0,255.84,24.98,10.16,13.32,22.76,1.04,5046.66,5957.71,1447.43,219.26,1.05,48.79,9.65,111.58,1.69,9.22,42.67,0.09,24.01923076923077,0.4067253803042434,1.4673348313538064
OSR023,Sweet couscous dessert,bowl,0,General,Evening Snacks,0,0,0,451.75,68.37,8.78,17.71,36.59,5.01,6109.78,7114.8,2732.12,71.23,1.94,71.94,9.72,422.3,1.32,97.0,29.16,34.1,13.64670658682635,0.12841889717712446,1.611665231808674
OSR024,Sweetened yogurt (Shrikhand),bowl,0,General,Dessert,0,0,0,326.5,48.79,16.07,8.81,48.18,0.24,5361.16,2403.89,406.92,557.54,0.5,55.94,224.23,795.3,2.01,77.18,50.44,2.79,203.29166666666666,0.32937077269932363,0.5242913847003261
OSR025,Thickened sweetened milk (Rabri),bowl,0,General,Dessert,0,0,1,226.44,23.23,7.74,11.78,22.23,0.43,5855.08,4061.11,824.6,246.43,0.64,33.03,52.69,277.24,0.93,0.0,16.31,4.09,54.02325581395349,0.33318984072320273,0.8344394952758972
OSR026,Gram flour halwa (Besan halwa),piece,0,General,Evening Snacks,0,0,0,411.15,38.29,8.73,25.69,23.52,2.7,14257.64,7102.18,1897.2,115.01,1.0,30.37,22.87,190.52,0.82,184.4,51.61,1.66,14.18148148148148,0.2279968660224602,0.6311970284002122
OSR027,Prawn sandwich,sandwich,1,General,Dessert,0,0,0,386.79,27.11,23.62,21.14,2.76,3.53,2803.15,13632.72,3185.26,172.21,2.53,88.82,486.51,347.81,2.21,7.4,50.99,12.57,7.679886685552408,0.8712652157875324,5.9996717977989045
OSR028,Watercress sandwich,triangle,0,General,Dessert,0,0,0,124.17,15.17,2.8,6.21,0.98,1.22,3527.61,1413.65,203.76,53.13,0.54,10.32,220.53,76.07,0.25,64.67,12.14,2.23,12.434426229508198,0.18457481872116016,0.45850023103460985
OSR029,Fish sandwich ,sandwich,1,General,Dessert,0,0,0,391.45,26.29,12.31,27.02,2.72,3.2,4797.29,14623.41,6248.08,123.23,1.79,42.03,421.91,270.71,1.05,20.07,39.29,3.89,8.215625,0.46823887409661474,4.35068340667335
OSR030,Kidney bean sandwich with cottage cheese,triangle,0,General,Dessert,0,0,1,423.42,45.21,23.6,16.4,8.84,8.77,7612.46,5777.31,1076.33,399.42,3.92,104.6,234.84,711.36,3.16,28.74,213.8,5.33,5.155074116305587,0.5220084052200841,0.9003186880456515
OSR031,Finger millet biscuit (Ragi biscuit),biscuit,0,General,Evening Snacks,0,0,0,345.41,39.69,3.03,19.43,12.73,4.5,11951.85,4981.46,815.39,155.96,1.92,59.25,74.0,186.18,1.06,217.47,13.87,0.0,8.82,0.07634164777021919,0.48501696390098603
OSR032,Buttermilk biscuit,biscuit,0,General,Dessert,0,0,1,414.46,44.88,7.4,22.49,4.43,1.52,13949.47,5635.23,896.15,86.3,0.99,22.13,416.0,150.98,0.73,260.63,11.23,0.0,29.526315789473685,0.16488413547237077,0.4682170720464648
OSR033,Lemon cookies,cookie,0,General,Evening Snacks,0,0,0,617.36,66.02,8.81,36.02,36.73,1.23,22408.79,9166.45,1479.94,112.74,1.08,19.57,132.58,123.72,1.0,443.69,10.76,1.5,53.67479674796748,0.13344441078461075,0.47509883398434277
OSR034,Sweet potato biscuit (Shakarkand ke biscuit),biscuit,0,General,Dessert,0,0,0,447.31,57.55,7.75,20.08,3.82,3.42,12413.64,4992.92,905.77,85.03,1.22,29.13,512.48,277.23,0.78,228.93,17.7,7.95,16.827485380116958,0.13466550825369245,0.47517811053002995
OSR035,Raspberry shortbread cookies,cookie,0,General,Dessert,0,0,0,163.49,22.7,1.11,7.88,15.14,0.28,4950.8,1990.51,303.04,5.12,0.22,3.41,2.25,19.1,0.11,90.61,1.66,0.01,81.07142857142856,0.048898678414096924,0.4632685626565404
OSR036,Pumpkin cookies ,cookie,0,General,Evening Snacks,0,0,0,186.63,38.19,2.15,3.36,27.02,0.91,1964.93,862.68,199.98,16.54,0.45,7.57,44.0,70.17,0.23,40.17,7.8,1.26,41.967032967032964,0.05629746006808065,0.5408131587384791
OSR037,Greenpea cookies,cookie,0,General,Dessert,0,0,0,120.92,17.5,4.95,3.22,10.96,4.03,294.42,1740.77,910.45,36.75,1.12,34.19,174.38,183.05,0.76,0.0,28.24,16.8,4.3424317617866,0.28285714285714286,9.004890972080702
OSR038,Sunflower cookies,cookie,0,General,Dessert,0,0,0,954.3,73.44,17.39,66.5,44.5,7.24,20216.77,19592.32,23194.61,129.14,4.04,247.59,333.02,385.92,4.37,217.47,51.65,0.0,10.143646408839778,0.23679193899782136,2.116407813908948
OSR039,Cardamom cookies (Elaichi cookies),cookie,0,General,Evening Snacks,0,0,0,875.47,118.02,11.15,41.8,85.24,6.09,24944.17,10970.15,2136.12,55.1,3.09,75.26,215.22,243.63,2.13,514.13,34.95,0.0,19.379310344827587,0.09447551262497883,0.5254241772726854
OSR040,Hazelnut cookies,cookie,0,General,Dessert,0,0,0,423.02,33.82,5.36,29.99,18.87,2.1,10897.15,15042.35,2093.44,40.67,1.11,42.98,69.5,199.94,0.68,181.22,19.45,0.0,16.104761904761904,0.1584861028976937,1.572501984463828
OSR041,Milk cookies,cookie,0,General,Evening Snacks,0,0,1,573.57,60.46,13.1,31.16,27.54,1.24,19561.68,7913.99,1209.34,314.1,0.93,40.71,195.41,481.17,1.41,361.82,19.54,2.03,48.75806451612903,0.21667217995368837,0.4663878562577447
OSR042,Cranberry cookies,cookie,0,General,Evening Snacks,0,0,0,506.14,67.6,7.28,23.52,37.08,2.09,14202.44,6077.46,1135.76,67.17,1.32,21.41,108.21,172.82,0.76,269.2,17.21,5.52,32.344497607655505,0.1076923076923077,0.5078859688898527
OSR043,Olive biscuit,biscuit,0,General,Dessert,0,0,0,207.31,26.02,1.52,11.23,15.26,0.39,6057.34,3250.87,464.36,5.09,0.65,4.51,56.81,25.22,0.15,103.46,2.28,0.0,66.71794871794872,0.05841660261337433,0.6133434808018041
OSR045,Tutti fruitti biscuit,biscuit,0,General,Evening Snacks,0,0,0,457.39,57.74,5.66,19.46,17.12,5.91,11931.59,4824.09,1028.27,25.88,2.13,65.62,101.21,168.77,1.52,217.47,15.19,0.0,9.769881556683588,0.09802563214409421,0.49049288485440756
OSR046,Peach blueberry preserves,half-pints,0,General,Evening Snacks,0,0,0,685.58,176.88,2.03,0.78,175.2,4.41,66.99,357.11,204.92,34.92,1.26,19.86,10.85,500.36,0.39,0.0,16.68,16.56,40.10884353741496,0.01147670737222976,8.389759665621735
OSR047,Pear preserves (Naashpati ka murabba),half-pints,0,General,Dessert,0,0,0,603.53,153.0,1.5,1.11,150.16,18.23,315.4,98.7,417.35,39.17,1.39,33.63,12.52,442.77,0.41,0.0,21.93,15.65,8.392759188151398,0.00980392156862745,1.6361762840837035
OSR048,Starfruit preserves ,jar,0,General,Dessert,0,0,0,209.51,54.63,0.39,0.19,54.38,1.26,16.85,15.13,93.45,8.51,0.32,6.64,3.35,80.8,0.17,0.0,4.32,17.65,43.35714285714286,0.007138934651290499,6.443916913946587
OSR049,Gooseberry pickle (Amla ka achaar),jar,0,General,Dessert,0,0,0,64.86,1.77,0.36,6.43,0.08,0.86,726.08,3729.11,1399.16,7.26,0.24,5.35,20.11,46.37,0.06,0.0,2.09,4.85,2.058139534883721,0.20338983050847456,7.062954495372411
OSR050,Lotus stem pickle (Kamal kakdi ka achar),jar,0,General,Dessert,0,0,0,403.96,78.95,5.68,6.29,9.96,33.76,654.96,3287.86,405.67,541.81,80.93,226.9,715.29,4039.98,0.03,0.0,1.91,12.35,2.338566350710901,0.07194426852438252,5.639321485281544
OSR051,Date pickle (Khajoor ka achaar),small bowl,0,General,Dessert,0,0,0,251.9,47.9,2.32,5.81,42.11,7.19,763.47,1172.03,3599.79,57.34,2.71,54.24,191.89,600.96,0.63,0.0,15.77,3.46,6.6620305980528505,0.048434237995824636,6.250173549713806
OSR052,Garlic pickle (Lahasun ka achar),jar,0,General,Dessert,0,0,0,211.44,4.99,1.9,20.39,1.19,2.62,2966.98,7666.63,8812.98,27.94,0.93,17.15,137.58,159.03,0.32,0.0,15.98,7.33,1.9045801526717556,0.3807615230460922,5.5543380811464855
OSR053,Fermented bamboo shoot pickle (Mesu pickle),jar,0,General,Dessert,0,0,0,81.52,2.36,2.15,7.62,0.39,3.05,908.57,4101.78,1736.4,22.65,0.94,15.33,219.78,591.89,0.6,0.0,23.14,19.87,0.7737704918032787,0.9110169491525424,6.42567991459106
OSR054,Sweet peach pickle (Aadoo ka achaar),jar,0,General,Evening Snacks,0,0,0,349.29,89.38,1.12,0.49,88.06,3.18,46.07,249.34,95.9,28.95,0.8,13.63,79.78,362.83,0.22,0.0,8.5,7.36,28.106918238993707,0.012530767509509958,7.493813761667028
OSR055,Pickled mustard greens ,jar,0,General,Dessert,0,0,0,154.13,12.34,17.73,2.61,0.25,19.91,721.41,144.98,1647.63,956.7,14.28,265.78,2846.89,2043.68,3.42,0.0,550.52,301.6,0.6197890507282773,1.4367909238249594,2.4848699075421745
OSR056,Small onion pickle ,bowl,0,General,Dessert,0,0,0,18.92,3.1,1.85,0.72,3.35,1.22,111.1,112.35,388.68,35.83,1.35,10.3,279.83,241.05,0.51,0.0,16.9,19.37,2.540983606557377,0.5967741935483871,4.50972097209721
OSR057,Green tomato pickle (Haray tamatar ka achaar),jar,0,General,Evening Snacks,0,0,0,122.91,1.82,0.79,12.51,0.49,1.1,1493.46,2660.45,7757.7,9.05,0.49,10.18,101.24,130.78,0.13,0.0,7.15,8.21,1.6545454545454545,0.4340659340659341,6.975848030747391
OSR058,Pickled cabbage ,jar,0,General,Dessert,0,0,0,35.51,6.64,1.01,0.35,5.39,1.58,47.42,165.27,112.82,41.37,0.48,15.91,314.74,150.82,0.17,0.0,23.56,16.63,4.20253164556962,0.15210843373493976,5.864403205398567
OSR059,Coconut pickle (Nariyal ka aachar),jar,0,General,Dessert,0,0,0,144.86,3.23,0.85,14.48,2.51,1.78,11633.18,971.66,370.33,12.54,0.73,9.02,49.44,95.86,0.15,0.0,5.56,1.71,1.8146067415730336,0.2631578947368421,0.11535882707909617
OSR060,Potato pickle (Aloo ka achaar),bowl,0,General,Evening Snacks,0,0,0,173.17,3.69,0.97,17.1,0.38,1.04,2523.08,3596.36,10144.33,22.73,0.53,16.33,100.27,146.0,0.21,0.0,8.16,10.14,3.548076923076923,0.26287262872628725,5.445998541465194
OSR061,Mango murabba candy,candy,0,General,Dessert,0,0,0,222.94,58.76,0.2,0.04,56.8,0.72,7.67,4.41,8.18,12.58,0.25,5.81,10.42,42.97,0.08,0.0,5.7,19.85,81.61111111111111,0.0034036759700476517,1.6414602346805736
OSR062,Afghani chicken,plate,1,General,Evening Snacks,0,0,0,287.5,3.69,29.72,17.21,1.57,0.58,2355.89,3643.19,2255.08,66.67,1.97,53.81,165.11,491.52,1.49,20.17,20.52,3.54,6.362068965517242,8.05420054200542,2.503627079362789
OSR063,Fish orly,fillet,1,General,Evening Snacks,0,0,0,1657.28,12.54,17.27,171.06,0.7,0.96,22273.37,35074.41,106420.34,28.08,0.92,34.84,400.92,277.62,0.66,25.26,12.83,1.35,13.0625,1.3771929824561404,6.352642191100853
OSR064,Hariyali Fish Tikka,kebab,1,General,Dessert,0,0,0,268.25,3.94,25.01,16.79,1.49,1.77,9383.06,4042.42,1760.54,62.24,1.49,60.5,179.35,460.19,0.89,132.29,26.78,11.11,2.225988700564972,6.34771573604061,0.6184506973204904
OSR065,Chicken manchurian,plate,1,General,Evening Snacks,1,0,0,632.99,26.96,42.4,53.18,3.98,1.83,5420.39,8303.38,19891.01,117.93,5.7,73.69,10738.73,799.77,2.36,58.2,45.99,10.37,14.73224043715847,1.572700296735905,5.201542693422429
OSR066,Handi chicken,plate,1,General,Dessert,0,0,0,384.96,3.47,28.57,28.9,1.75,1.56,3246.45,11459.07,4152.75,62.25,2.16,42.08,175.4,497.76,1.25,11.85,20.46,1.47,2.2243589743589745,8.23342939481268,4.808889710298942
OSR067,Lemon chicken,plate,1,General,Evening Snacks,0,0,0,486.57,1.58,57.88,27.67,0.46,0.46,4554.75,3576.8,1159.13,49.87,2.73,57.05,229.07,810.52,2.12,61.52,31.21,8.94,3.4347826086956523,36.63291139240506,1.0397782534716506
OSR068,Lemon butter fish,piece,1,General,Evening Snacks,0,0,0,320.49,1.51,32.77,20.52,0.46,0.72,10321.56,6375.4,2186.17,37.32,0.8,59.13,375.45,480.67,0.99,148.52,19.1,8.7,2.0972222222222223,21.70198675496689,0.8294841089912766
OSR069,Baked eggs in tomato sauce,plate,1,General,Dessert,0,0,0,398.25,18.79,24.48,25.99,10.08,0.04,7168.94,10197.83,5341.35,357.88,6.52,102.22,936.33,1599.58,2.62,245.77,317.88,245.7,469.74999999999994,1.3028206492815328,2.167570101019119
